,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
961,1072,University System of Maryland at Hagerstown,Maryland,Hagerstown,,400 Students,,,,,2005,,
962,1073,University System of Maryland at Southern Maryland,Maryland,California,,,,,,,2019,,
963,1074,Universities at Shady Grove,Maryland,Rockville,,4705,,,,,2000,,
964,1075,Uniformed Services University of the Health Sciences,Maryland,Bethesda,,976,,,,,1972,,
965,1076,Allegany College of Maryland,Maryland,Cumberland,,,,,,,1961,,
966,1077,Anne Arundel Community College,Maryland,Arnold,,,,,,,1961,,
967,1078,Baltimore City Community College,Maryland,Baltimore,,,,,,,1947,,
968,1079,Carroll Community College,Maryland,Westminster,,,,,,,1976,,
969,1080,Cecil College,Maryland,North East,,,,,,,1968,,
970,1081,Chesapeake College,Maryland,Wye Mills,,,,,,,1965,,
971,1082,College of Southern Maryland,Maryland,Multiple in Southern Maryland,,,,,,,1958,,
972,1083,Community College of Baltimore County,Maryland,Multiple in Baltimore County,,,,,,,1957,,
973,1084,Frederick Community College,Maryland,Frederick,,,,,,,1957,,
974,1085,Garrett College,Maryland,McHenry,,,,,,,1967,,
975,1086,Hagerstown Community College,Maryland,Hagerstown,,,,,,,1946,,
976,1087,Harford Community College,Maryland,Bel Air,,,,,,,1957,,
977,1088,Howard Community College,Maryland,Columbia,,,,,,,1966,,
978,1089,Montgomery College,Maryland,Multiple in Montgomery County,,,,,,,1946,,
979,1090,Prince George's Community College,Maryland,Largo,,,,,,,1958,,
980,1091,Wor–Wic Community College,Maryland,Salisbury,,,,,,,1975,,
981,1092,Breakthrough Bible College,Maryland,National Harbor,,200,,,,,2000,,
982,1093,Capital Bible Seminary,Maryland,Greenbelt,,254,,,,,1940,,
983,1094,St. Mary's Seminary and University,Maryland,Baltimore,,294,,,,,1791,,
984,1095,Yeshivas Ner Yisroel,Maryland,Pikesville,,562,,,,,1933,,
985,1096,TESST College of Technology,Maryland,Beltsville,,,,,,,1957,,
986,1097,Lincoln Tech,Maryland,Columbia,,,,,,,1960,,
987,1098,Asbury College,Maryland,Baltimore,,,,,,,1816–1830,,
988,1099,Baltimore College,Maryland,Baltimore,,,,,,,1803–1830,,
989,1100,Baltimore Female College,Maryland,Baltimore,,,,,,,1849–1890,,
990,1101,Baltimore Hebrew University,Maryland,Baltimore,,,,,,,1919–2009,,
991,1102,Blue Ridge College,Maryland,"Union Bridge, New Windsor",,,,,,,1898–1943,,
992,1103,Borromeo College,Maryland,Pikesville,,,,,,,1860–1872,,
993,1104,Calvert College,Maryland,New Windsor,,,,,,,1852–1873,,
994,1105,Cokesbury College,Maryland,Abingdon,,,,,,,1784–1796,,
995,1106,College of St. James,Maryland,Hagerstown vicinity,,,,,,,1843–1863,,
996,1107,Eastern Christian College,Maryland,"Bel Air, Maryland",,,,,,,1946–2005,,
997,1108,Irving College,Maryland,Manchester,,,,,,,1858–1880,,
998,1109,Mount Hope College,Maryland,Baltimore,,,,,,,1832–1844,,
999,1110,Mount Saint Agnes College,Maryland,Baltimore,,,,,,,1890–1971,,
1000,1111,Mount Washington Female College,Maryland,Mount Washington,,,,,,,1856–1861,,
1001,1112,National Labor College,Maryland,Silver Spring,,,,,,,1969–2014,,
1002,1113,New Windsor College,Maryland,New Windsor,,,,,,,1843–1850,,
1003,1114,Newton University,Maryland,Baltimore,,,,,,,1844–1859,,
1004,1115,Saint Joseph College,Maryland,Emmitsburg,,,,,,,1902–1973,,
1005,1116,St. Mary's College,Maryland,Baltimore,,,,,,,1806–1852,,
1006,1117,Sojourner–Douglass College,Maryland,Baltimore,,,,,,,1972–2015,,
1007,1118,Woodstock College,Maryland,Woodstock,,,,,,,1869–1974,,
1008,1119,American International College,Massachusetts,Springfield,Master's university,"2,177","AOTA, APTA, CCNE, NEASC",,,,1885,,Private not-for-profit
1009,1120,Amherst College,Massachusetts,Amherst,Baccalaureate college,"1,817",NEASC,,,,1821,,Private not-for-profit
1010,1121,Anna Maria College,Massachusetts,Paxton,Master's university,"1,455","NASM, NEASC, NLNAC",,,,1946,,Private not-for-profit
1011,1122,Assumption University,Massachusetts,Worcester,Master's university,"2,813",NEASC,,,,1904,,Private not-for-profit
1012,1123,Babson College,Massachusetts,Wellesley,Special-focus institution,"3,250",NEASC,,,,1919,,Private not-for-profit
1013,1124,Bard College at Simon's Rock,Massachusetts,Great Barrington,Baccalaureate/associate's college,354,NEASC,,,,1964,,Private not-for-profit
1014,1125,Bay Path University,Massachusetts,Longmeadow,Baccalaureate college,"2,370","AOTA, NEASC",,,,1897,,Private not-for-profit
1015,1126,Bay State College,Massachusetts,Boston,Associate's college,"1,721","ABHES, APTA, NEASC, NLNAC",,,,1946,,For-profit
1016,1127,Benjamin Franklin Institute of Technology,Massachusetts,Boston,Special-focus institution,475,NEASC,,,,1908,,Private not-for-profit
1017,1128,Bentley University,Massachusetts,Waltham,Master's university,"5,647",NEASC,,,,1917,,Private not-for-profit
1018,1129,Berklee College of Music,Massachusetts,Boston,Special-focus institution,"4,255",NEASC,,,,1945,,Private not-for-profit
1019,1130,Berkshire Community College,Massachusetts,Pittsfield,Associate's college,"2,503",NEASC,,,,1960,,Public
1020,1131,Pope St. John XXIII National Seminary,Massachusetts,Weston,Special-focus institution,66,ATS,,,,1964,,Private not-for-profit
1021,1132,Boston Architectural College,Massachusetts,Boston,Special-focus institution,941,NEASC,,,,1889,,Private not-for-profit
1022,1133,Boston Baptist College,Massachusetts,Milton,Special-focus institution,89,NEASC,,,,1976,,Private not-for-profit
1023,1134,Boston College,Massachusetts,Chestnut Hill,Research university,"14,605","AANA, ABA, APA, ATS, CNE, NCATE, NEASC, TEAC",,,,1863,,Private not-for-profit
1024,1135,Boston Graduate School of Psychoanalysis,Massachusetts,Brookline,Special-focus institution,165,NEASC,,,,1973,,Private not-for-profit
1025,1136,Boston University,Massachusetts,Boston,Research university,"32,603","ABA, ADA, AOTA, APTA, APA, ASHA, ATS, CAHME, CELPA, CEPH, LCME, MEAC, NASM, NEASC",,,,1869,,Private not-for-profit
1026,1137,Brandeis University,Massachusetts,Waltham,Research university,"5,808",NEASC,,,,1948,,Private not-for-profit
1027,1138,Bridgewater State University,Massachusetts,Bridgewater,Master's university,"11,417","NASAD, NASM, NCATE, NEASC",,,,1840,,Public
1028,1139,Bristol Community College,Massachusetts,Fall River,Associate's college,"9,022","ADA, AOTA, COMTA, NEASC, NLNAC",,,,1965,,Public
1029,1140,Bunker Hill Community College,Massachusetts,Boston,Associate's college,"13,504","JRCERT, NEASC, NLNAC",,,,1973,,Public
1030,1141,Cambridge College,Massachusetts,Cambridge,Master's university,"3,378",NEASC,,,,1971,,Private not-for-profit
1031,1142,Cape Cod Community College,Massachusetts,West Barnstable,Associate's college,"4,201","ADA, NEASC, NLNAC",,,,1961,,Public
1032,1143,Clark University,Massachusetts,Worcester,Research university,"3,210","APA, NEASC",,,,1887,,Private not-for-profit
1033,1144,College of the Holy Cross,Massachusetts,Worcester,Baccalaureate college,"2,926","NAST, NEASC",,,,1843,,Private not-for-profit
1034,1145,Conway School of Landscape Design,Massachusetts,Northampton,Special-focus institution,18,NEASC,,,,1972,,Private not-for-profit
1035,1146,Curry College,Massachusetts,Milton,Master's university,"3,097","CCNE, NEASC",,,,1879,,Private not-for-profit
1036,1147,Dean College,Massachusetts,Franklin,Baccalaureate college,"1,322",NEASC,,,,1865,,Private not-for-profit
1037,1148,Eastern Nazarene College,Massachusetts,Quincy,Baccalaureate college,"1,459",NEASC,,,,1900,,Private not-for-profit
1038,1149,Elms College,Massachusetts,Chicopee,Baccalaureate college,"1,576","CCNE, NEASC",,,,1928,,Private not-for-profit
1039,1150,Emerson College,Massachusetts,Boston,Master's university,"4,531","ASHA, NEASC,",,,,1880,,Private not-for-profit
1040,1151,Emmanuel College,Massachusetts,Boston,Master's university,"2,489","CCNE, NEASC",,,,1919,,Private not-for-profit
1041,1152,Endicott College,Massachusetts,Beverly,Master's university,"4,408","NLNAC, NEASC",,,,1939,,Private not-for-profit
1042,1153,Fisher College,Massachusetts,Boston,Baccalaureate college,"2,037",NEASC,,,,1903,,Private not-for-profit
1043,1154,Fitchburg State University,Massachusetts,Fitchburg,Master's university,"6,889","CCNE, NCATE, NEASC",,,,1894,,Public
1044,1155,Framingham State University,Massachusetts,Framingham,Master's university,"6,506","CADE, NEASC, NLNAC",,,,1839,,Public
1045,1156,Gordon College,Massachusetts,Wenham,Baccalaureate college,"1,906","NEASC, NASM",,,,1889,,Private not-for-profit
1046,1157,Gordon–Conwell Theological Seminary,Massachusetts,South Hamilton,Special-focus institution,"2,033","CAATS, NEASC",,,,1969,,Private not-for-profit
1047,1158,Greenfield Community College,Massachusetts,Greenfield,Associate's college,"2,437","COMTA, NEASC, NLNAC",,,,1962,,Public
1048,1159,Hampshire College,Massachusetts,Amherst,Baccalaureate college,"1,461",NEASC,,,,1970,,Private not-for-profit
1049,1160,Harvard University,Massachusetts,Cambridge,Research university,"28,147","ABA, ADA, APA, CAATS, CEPH, LCME, NEASC",,,,1636,,Private not-for-profit
1050,1161,Hebrew College,Massachusetts,Newton,Special-focus institution,231,NEASC,,,,1921,,Private not-for-profit
1051,1162,Hellenic College Holy Cross Greek Orthodox School of Theology,Massachusetts,Brookline,Special-focus institution,209,"CAATS, NEASC",,,,1937,,Private not-for-profit
1052,1163,Holyoke Community College,Massachusetts,Holyoke,Associate's college,"7,164","JRCERT, NASM, NEASC, NLNAC",,,,1946,,Public
1053,1164,Hult International Business School,Massachusetts,Cambridge,Special-focus institution,"2,648",NEASC,,,,1964,,Private not-for-profit
1054,1165,Labouré College,Massachusetts,Boston,Associate's college,727,"ADiA, CCNE, JRCERT, NEASC, NLNAC",,,,1892,,Private not-for-profit
1055,1166,Lasell University,Massachusetts,Newton,Baccalaureate college,"1,980","ACBSP, COSMA, NECHE,CAATE, MDOE, CAAHEP, Quinn Bill, NEASC",,,,1851,,Private not-for-profit
1056,1167,Lesley University,Massachusetts,Cambridge,Master's university,"5,944","NEASC, TEAC",,,,1909,,Private not-for-profit
1057,1168,Longy School of Music of Bard College,Massachusetts,Cambridge,Special-focus institution,224,"NASM, NEASC",,,,1915,,Private not-for-profit
1058,1169,Massachusetts Bay Community College,Massachusetts,Wellesley,Associate's college,"5,427",NEASC,,,,1961,,Public
1059,1170,Massachusetts College of Art and Design,Massachusetts,Boston,Special-focus institution,"2,326","NASAD, NEASC",,,,1873,,Public
1060,1171,Massachusetts College of Liberal Arts,Massachusetts,North Adams,Baccalaureate college,"1,799",NEASC,,,,1894,,Public
1061,1172,Massachusetts Institute of Technology,Massachusetts,Cambridge,Research university,"11,189",NEASC,,,,1861,,Private not-for-profit
1062,1173,Massachusetts Maritime Academy,Massachusetts,Bourne,Baccalaureate college,"1,135",NEASC,,,,1891,,Public
1063,1174,Massachusetts School of Law,Massachusetts,Andover,Special-focus institution,580,NEASC,,,,1988,,Private not-for-profit
1064,1175,Massasoit Community College,Massachusetts,Brockton,Associate's college,"8,209","JRCERT, NEASC, NLNAC",,,,1966,,Public
1065,1176,Massachusetts College of Pharmacy and Health Sciences,Massachusetts,Boston,Special-focus institution,"6,010","ACPE, ADA, CCNE, CEPH, JRCERT, NEASC",,,,1823,,Private not-for-profit
1066,1177,Merrimack College,Massachusetts,North Andover,Baccalaureate college,"2,694",NEASC,,,,1947,,Private not-for-profit
1067,1178,MGH Institute of Health Professions,Massachusetts,Boston,Baccalaureate college,"1,036",NEASC,,,,1977,,Private not-for-profit
1068,1179,Middlesex Community College,Massachusetts,"Lowell, Bedford",Associate's college,"9,664","JRCERT, NEASC",,,,1970,,Public
1069,1180,Montserrat College of Art,Massachusetts,Beverly,Special-focus institution,396,"NASAD, NEASC",,,,1970,,Private not-for-profit
1070,1181,Mount Holyoke College,Massachusetts,South Hadley,Baccalaureate college,"2,347",NEASC,,,,1837,,Private not-for-profit
1071,1182,Mount Wachusett Community College,Massachusetts,Gardner,Associate's college,"4,731","ADA, APTA, CMTA, NEASC, NLNAC",,,,1963,,Public
1072,1183,New England College of Optometry,Massachusetts,Boston,Special-focus institution,502,"AOA, NEASC",,,,1894,,Private not-for-profit
1073,1184,New England Conservatory of Music,Massachusetts,Boston,Special-focus institution,813,"NASM, NEASC",,,,1867,,Private not-for-profit
1074,1185,New England Law Boston,Massachusetts,Boston,Special-focus institution,964,ABA,,,,1938,,Private not-for-profit
1075,1186,Nichols College,Massachusetts,Dudley,Special-focus institution,"1,459",NEASC,,,,1815,,Private not-for-profit
1076,1187,North Shore Community College,Massachusetts,Danvers,Associate's college,"7,750","AOTA, APTA, JRCERT, NEASC, NLNAC",,,,1965,,Public
1077,1188,Northeastern University,Massachusetts,Boston,Research university,"20,053","ABA, ACPE, APTA, APA, ASLHA, CCNE, CANAEP, CEPH, NEASC",,,,1898,,Private not-for-profit
1078,1189,Northern Essex Community College,Massachusetts,Haverhill,Associate's college,"7,352",NEASC,,,,1972,,Public
1079,1190,Northpoint Bible College,Massachusetts,Haverhill,Special-focus institution,472,ABHE,,,,1924,,Private not-for-profit
1080,1191,Olin College,Massachusetts,Needham,Special-focus institution,355,NEASC,,,,1997,,Private not-for-profit
1081,1192,Quincy College,Massachusetts,Quincy,Associate's college,"4,576","NEASC, NLNAC",,,,1958,,Public
1082,1193,Quinsigamond Community College,Massachusetts,Worcester,Associate's college,"8,582","ADA, AOTA, JRCERT, NEASC, NLNAC",,,,1963,,Public
1083,1194,Regis College,Massachusetts,Weston,Master's university,"2,069","NEASC, NLNAC",,,,1927,,Private not-for-profit
1084,1195,Roxbury Community College,Massachusetts,Roxbury,Associate's college,"2,437","JRCERT, NEASC, NLNAC",,,,1973,,Public
1085,1196,Saint John's Seminary,Massachusetts,Brighton,Special-focus institution,192,"CAATS, NEASC",,,,1884,,Private not-for-profit
1086,1197,Salem State University,Massachusetts,Salem,Master's university,"10,085","AOTA, CCNE, JRCEPNMT, NASAD, NASM, NAST, NCATE, NEASC, NLNAC",,,,1854,,Public
1087,1198,Simmons University,Massachusetts,Boston,Master's university,"4,655","AiDA, APTA, CAHME, CCNE, NEASC",,,,1899,,Private not-for-profit
1088,1199,Smith College,Massachusetts,Northampton,Baccalaureate college,"3,033",NEASC,,,,1875,,Private not-for-profit
1089,1200,Springfield College,Massachusetts,Springfield,Master's university,"5,018","AOTA, APTA, NEASC",,,,1885,,Private not-for-profit
1090,1201,Springfield Technical Community College,Massachusetts,Springfield,Associate's college,"6,792","ADA, AOTA, APTA, CMTA, JCERT, JRCEPNMT, NEASC, NLNAC",,,,1967,,Public
1091,1202,Stonehill College,Massachusetts,Easton,Baccalaureate college,"2,481",NEASC,,,,1948,,Private not-for-profit
1092,1203,Suffolk University,Massachusetts,Boston,Research university,"8,675","ABA, APA, JRCERT, NASAD, NEASC",,,,1906,,Private not-for-profit
1093,1204,Tufts University,Massachusetts,"Medford, Somerville",Research university,"10,872","AOTA, AVMA, LCME, NEASC",,,,1852,,Private not-for-profit
1094,1205,University of Massachusetts Amherst,Massachusetts,Amherst,Research university,"28,518","AiDA, APA, ASLHA, CCNE, CEPH, NASM, NCATE, NEASC",,,,1863,,Public
1095,1206,University of Massachusetts Boston,Massachusetts,Boston,Research university,"16,277","APA, AAMFT, CCNE, NCATE, NEASC",,,,1964,,Public
1096,1207,University of Massachusetts Dartmouth,Massachusetts,Dartmouth,Research university,"9,053","ABA, CCNE, NASAD, NEASC, NLNAC",,,,1962,,Public
1097,1208,University of Massachusetts Lowell,Massachusetts,Lowell,Research university,"18,338","APTA, CCNE, NASAD, NASM, NCATE, NEASC",,,,1894,,Public
1098,1209,University of Massachusetts Medical School,Massachusetts,Worcester,Special-focus institution,"1,161","CCNE, JRCERT, JRCERPNMT, LCME, NEASC",,,,1962,,Public
1099,1210,Urban College of Boston,Massachusetts,Boston,Associate's college,762,NEASC,,,,1993,,Private not-for-profit
1100,1211,Wellesley College,Massachusetts,Wellesley,Baccalaureate college,"2,474",NEASC,,,,1875,,Private not-for-profit
1101,1212,Wentworth Institute of Technology,Massachusetts,Boston,Special-focus institution,"4,179",NEASC,,,,1904,,Private not-for-profit
1102,1213,Western New England University,Massachusetts,Springfield,Master's university,"3,657","ABA, ACPE, NEASC",,,,1919,,Private not-for-profit
1103,1214,Westfield State University,Massachusetts,Westfield,Master's university,"6,371","CCNE, NASM, NCATE, NEASC",,,,1838,,Public
1104,1215,Wheaton College,Massachusetts,Norton,Baccalaureate college,"1,654",NEASC,,,,1834,,Private not-for-profit
1105,1216,William James College,Massachusetts,Boston,Special-focus institution,650,"APA, NEASC",,,,1974,,Private not-for-profit
1106,1217,Williams College,Massachusetts,Williamstown,Baccalaureate college,"2,150",NEASC,,,,1793,,Private not-for-profit
1107,1218,Worcester Polytechnic Institute,Massachusetts,Worcester,Research university,"6,296",NEASC,,,,1865,,Private not-for-profit
1108,1219,Worcester State University,Massachusetts,Worcester,Master's university,"6,447","AOTA, ASLHA, CCNE, NLNAC, NEASC, TEAC",,,,1874,,Public
1109,1257,Andover Theological Seminary,Massachusetts,Andover,Special-focus institution,,,,,,1837,1965,Private
1110,1258,Andover Junior College,Massachusetts,Andover,Associate's college,,,,,,—,1979,Private
1111,1259,Andover Institute of Business,Massachusetts,Andover,Associate's college,,,,,,1961,—,Private
1112,1260,Andover Newton Theological Seminary,Massachusetts,Newton,Special-focus institution,,,,,,1965,2017,Private
1113,1261,Aquinas College,Massachusetts,"Milton, Newton",Associate's college,,,,,,1956,1999,Private
1114,1262,ArsDigita University,Massachusetts,Cambridge,Special-focus institution,,,,,,2000,2001,Private
1115,1263,Art Institute of Boston,Massachusetts,Boston,—,,,,,,1912,1998,Private
1116,1264,Atlantic Union College,Massachusetts,South Lancaster,,,,,,,1922,2018,Private
1117,1265,Becker College,Massachusetts,Worcester,Baccalaureate college,,,,,,1784,2021,Private not-for-profit
1118,1266,Berkshire Christian College,Massachusetts,Lenox,Special-focus institution,,,,,,1897,1986,Private
1119,1267,Berkshire Medical College,Massachusetts,Pittsfield,Special-focus institution,,,,,,1823,—,Private
1120,1268,Boston Business School,Massachusetts,Boston,Special-focus institution,,,,,,1914,1984,Private
1121,1269,Boston Female Medical School,Massachusetts,Boston,Special-focus institution,,,,,,1848,1874,Private
1122,1270,Boston State College,Massachusetts,Boston,Liberal arts college,,,,,,1872,1982,Public
1123,1271,Bouvé College,Massachusetts,Boston,Special-focus institution,,,,,,1913,1977,Private
1124,1272,Bradford College,Massachusetts,Haverhill,Liberal arts college,,,,,,1803,2000,Private
1125,1273,Bradford Durfee College of Technology,Massachusetts,Fall River,Special-focus institution,,,,,,1899,1964,Private
1126,1274,Bryant & Stratton Business Institute,Massachusetts,Boston,Special-focus institution,,,,,,—,1975,Private
1127,1275,Bryant McIntosh College,Massachusetts,Lawrence,Associate's college,,,,,,1972,1975,Private
1128,1276,Burdett College,Massachusetts,Worcester,Baccalaureate college,,,,,,—,1999,Private
1129,1277,Bussey Institution,Massachusetts,Jamaica Plain,Baccalaureate college,,,,,,1883,1936,Private
1130,1278,Calvin Coolidge College,Massachusetts,Boston,Liberal arts college,,,,,,—,1970,Private
1131,1279,Cambridge Junior College,Massachusetts,Cambridge,Associate's college,,,,,,1934,1974,Private
1132,1280,Campbell School,Massachusetts,—,Special-focus institution,,,,,,1923,1969,Private
1133,1281,Cardinal Cushing College,Massachusetts,Brookline,Special-focus institution,,,,,,1952,1972,Private
1134,1282,Cardinal O'Connell Seminary,Massachusetts,Jamaica Plain,Special-focus institution,,,,,,—,1970,Private
1135,1283,Cape Cod Hospital School of Nursing,Massachusetts,Hyannis,Special-focus institution,,,,,,1940s,1971,Private
1136,1284,Central New England College,Massachusetts,Worcester,Associate's college,,,,,,1905,1989,Private
1137,1285,Chamberlayne Junior College,Massachusetts,Boston,Associate's college,,,,,,—,1988,Private
1138,1286,Chandler School for Women,Massachusetts,Boston,—,,,,,,—,—,Private
1139,1287,College of Physicians and Surgeons,Massachusetts,Boston,Special-focus institution,,,,,,1882,1906,Private
1140,1288,College of Saint Joseph,Massachusetts,Boston,Special-focus institution,,,,,,—,—,Private
1141,1289,Comers Commercial College,Massachusetts,Boston,—,,,,,,—,—,Private
1142,1290,Coyne School of Technical Electricity,Massachusetts,Boston,—,,,,,,—,—,Private
1143,1291,Crane Theological School,Massachusetts,Medford,—,,,,,,1869,1968,Private
1144,1292,Divine Providence Institute,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1145,1293,Episcopal Divinity School,Massachusetts,Cambridge,Special-focus institution,,,,,,1975,2017,Private not-for-profit
1146,1294,Garland Junior College,Massachusetts,Boston,Associate's college,,,,,,1947,1976,Private
1147,1295,Grahm Junior College,Massachusetts,Boston,Associate's college,,,,,,1950,1979,Private
1148,1296,Hallmark Institute of Photography,Massachusetts,Turners Falls,Special-focus institution,,,,,,1975,2016,Private
1149,1297,Hampden College of Pharmacy,Massachusetts,Boston,—,,,,,,—,1977,Private
1150,1298,Holliston Junior College,Massachusetts,Holliston,Associate's college,,,,,,1919,1986,Private
1151,1299,Hyannis State Teachers College,Massachusetts,Hyannis,Special-focus institution,,,,,,1897,1944,Public
1152,1300,Ipswich Female Seminary,Massachusetts,Ipswich,Special-focus institution,,,,,,1828,1878,Private
1153,1301,Kinyon-Campbell Business School,Massachusetts,New Bedford,Special-focus institution,,,,,,1969,1999,Private
1154,1302,Kinyon School,Massachusetts,—,Special-focus institution,,,,,,1911,1969,Private
1155,1303,LaFosse Teacher Training College,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1156,1304,Lay College,Massachusetts,Revere,—,,,,,,—,—,Private
1157,1305,Leicester Junior College,Massachusetts,Leicester,Associate's college,,,,,,1784,1977,Private
1158,1306,Lowell State College,Massachusetts,Lowell,Liberal arts college,,,,,,1894,1975,Public
1159,1307,Lowell Technological Institute,Massachusetts,Lowell,Special-focus institution,,,,,,1895,1975,Public
1160,1308,Marian Court College,Massachusetts,Swampscott,Associate's college,,,,,,1964,2015,Private not-for-profit
1161,1309,Marist College and Seminary,Massachusetts,Framingham,Special-focus institution,,,,,,1939,—,Private
1162,1310,Massachusetts College of Osteopathy,Massachusetts,Boston,Special-focus institution,,,,,,1898,1944,Private
1163,1311,Middlesex University,Massachusetts,Waltham,Special-focus institution,,,,,,1914,1947,Private
1164,1312,Monroe College of Oratory,Massachusetts,Boston,Special-focus institution,,,,,,1880,—,Private
1165,1313,Mount Alvernia College,Massachusetts,Newton,—,,,,,,1959,1973,Private
1166,1314,Mount Ida College,Massachusetts,Newton,Baccalaureate college,,,,,,1899,2018,Private not-for-profit
1167,1315,New Bedford Institute of Technology,Massachusetts,New Bedford,Special-focus institution,,,,,,1904,1953,Private
1168,1316,New England Female Medical College,Massachusetts,Boston,Special-focus institution,,,,,,1848,1875,Private
1169,1317,New England Institute of Applied Funeral Arts and Sciences,Massachusetts,Boston,—,,,,,,—,1989,Private
1170,1318,New England Institute of Art,Massachusetts,Brookline,Special-focus institution,,,,,,1952,2015,Private
1171,1319,New England School of Photography,Massachusetts,Boston,Special-focus institution,,,,,,66,1968,For-profit
1172,1320,Newbury College,Massachusetts,Brookline,Baccalaureate college,,,,,,1962,2019,Private not-for-profit
1173,1321,Newton College of the Sacred Heart,Massachusetts,Newton Centre,Liberal arts college,,,,,,1946,1975,Private
1174,1322,Newton Junior College,Massachusetts,Newtonville,Associate's college,,,,,,1946,1976,Private
1175,1323,Newton Theological Institution,Massachusetts,Newton Centre,Special-focus institution,,,,,,1825,1965,Private
1176,1324,Northampton Junior College,Massachusetts,Northampton,Associate's college,,,,,,1963,1973,Private
1177,1325,Oblate College & Seminary,Massachusetts,Natick,Special-focus institution,,,,,,—,1974,Private
1178,1326,Oread Institute,Massachusetts,Worcester,Special-focus institution,,,,,,1849,1934,Private
1179,1327,Our Lady of Sorrows,Massachusetts,Sharon,Special-focus institution,,,,,,—,—,Private
1180,1328,Perry Normal School,Massachusetts,Boston,—,,,,,,1898,1974,Private
1181,1329,Pine Manor College,Massachusetts,Chestnut Hill,Baccalaureate college,,,,,,1911,2020,Private not-for-profit
1182,1330,Queen of Apostles Seminary,Massachusetts,Dedham,Special-focus institution,,,,,,1946,Late 1960s,Private
1183,1331,Radcliffe College,Massachusetts,Cambridge,Liberal arts college,,,,,,1879,1999,Private
1184,1332,Regina Coeli College,Massachusetts,Never opened,—,,,,,,—,—,Private
1185,1333,Revere Lay College,Massachusetts,Revere,Historically black?,,,,,,active around 1890,—,Private
1186,1334,Sacred Heart College for Teachers,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1187,1335,Saint Gabriel's Institute,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1188,1336,Saint Hyacinth College & Seminary,Massachusetts,Granby,Special-focus institution,,,,,,—,2003,Private
1189,1337,Saint Joseph Teacher Training Institute,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1190,1338,Saint Paul's House of Studies,Massachusetts,Never opened,Special-focus institution,,,,,,—,—,Private
1191,1339,Saint Stephen's College,Massachusetts,Dover,—,,,,,,—,1971,Private
1192,1340,School for Christian Workers,Massachusetts,Springfield,Special-focus institution,,,,,,1885,1898,Private
1193,1341,"School of the Museum of Fine Arts, Boston",Massachusetts,Boston,Special-focus institution,,,,,,1876,2016,Private
1194,1342,Southern New England School of Law,Massachusetts,Dartmouth,Special-focus institution,,,,,,1981,2010,Private
1195,1343,Staley School of the Spoken Word,Massachusetts,Brookline,Special-focus institution,,,,,,1900,1957,Private
1196,1344,Stanley College,Massachusetts,Brookline,—,,,,,,—,1959,Private
1197,1345,Stevens College,Massachusetts,Hubbardston,—,,,,,,—,1971,Private
1198,1346,Swain School of Design,Massachusetts,New Bedford,—,,,,,,1881,1988,Private
1199,1347,Swedenborg School of Religion,Massachusetts,Newton,Special-focus institution,,,,,,1866,2001,Private
1200,1348,Vesper George School of Art,Massachusetts,Boston,Liberal arts college,,,,,,—,1983,Private
1201,1349,Wang Institute of Graduate Studies,Massachusetts,Tyngsborough,Special-focus institution,,,,,,1979,1988,Private
1202,1350,Wheelock College,Massachusetts,Boston,Liberal Arts College,,,,,,1888,2018,Private
1203,1351,Winter Hill Business College,Massachusetts,Boston,Special-focus institution,,,,,,1903,—,Private
1204,1352,Worcester Junior College,Massachusetts,Worcester,Associate's college,,,,,,1905,1989,Private
1205,1353,Worcester Medical Institute,Massachusetts,Worcester,Special-focus institution,,,,,,1846,1859,Private
1206,1354,Worcester Technical Institute,Massachusetts,Worcester,Special-focus institution,,,,,,—,1997,Private
1207,1392,UMass,Massachusetts,,,,,,,,,,
1208,1393,UMass Lowell,Massachusetts,,,,,,,,,,
1209,1394,UMass Boston,Massachusetts,,,,,,,,,,
1210,1395,Mass Maritime,Massachusetts,,,,,,,,,,
1211,1396,Worcester State,Massachusetts,,,,,,,,,,
1212,1398,MIT,Massachusetts,,,,,,,,,,
1213,1399,Harvard,Massachusetts,,,,,,,,,,
1214,1400,Amherst,Massachusetts,,,,,,,,,,
1215,1401,Williams,Massachusetts,,,,,,,,,,
1216,1402,Wellesley,Massachusetts,,,,,,,,,,
1217,1403,Tufts,Massachusetts,,,,,,,,,,
1218,1404,Boston College,Massachusetts,,,,,,,,,,
1219,1405,Northeastern,Massachusetts,,,,,,,,,,
1220,1406,Babson,Massachusetts,,,,,,,,,,
1221,1407,BostonU,Massachusetts,,,,,,,,,,
1222,1408,Brandeis,Massachusetts,,,,,,,,,,
1223,1409,WPI,Massachusetts,,,,,,,,,,
1224,1410,Bentley,Massachusetts,,,,,,,,,,
1225,1411,Holy Cross,Massachusetts,,,,,,,,,,
1226,1412,Mount Holyoke,Massachusetts,,,,,,,,,,
1227,1413,Smith,Massachusetts,,,,,,,,,,
1228,1414,Olin,Massachusetts,,,,,,,,,,
