,index,Institution,State,Location,Type,Enrollment,Accreditation,Public/Private,Endowment,Athletics,Founded,Closed,Control
2746,3068,Medtech Institute,Virginia,Falls Church,Uncategorized,531,COE,,,,1939,,Private
2747,3069,Mercyhurst College,Virginia,McLean,Masters University,2705,MSCHE,,,,1926,,Private
2748,3070,Missouri State University,Virginia,Fairfax,Masters University,23697,HLC,,,,1906,,Public
2749,3071,The National Graduate School,Virginia,Arlington,Uncategorized,Unknown,NEASC,,,,1909,,Private
2750,3072,National Massage Therapy Institute,Virginia,Falls Church,Uncategorized,Unknown,ABHES,,,,1998,,Private
2751,3073,Nova Southeastern University,Virginia,Roanoke,Research university,20435,SACS,,,,1964,,Private
2752,3074,Patrick Henry College,Virginia,Purcellville,Baccalaureate college,325,TRACS,,,,2000,,Private
2753,3075,Potomac College,Virginia,Herndon,Baccalaureate college,40,MSCHE,,,,1901,,Private
2754,3076,Reformed Theological Seminary,Virginia,McLean,Faith-related Institution,Unknown,ATS,,,,1966,,Private
2755,3077,Saint Leo University,Virginia,Multiple,Masters University,5232,SACS,,,,1889,,Private
2756,3078,Saint Michael College of Allied Health,Virginia,Alexandria,Uncategorized,193,none,,,,1971,,Private
2757,3079,Sanford-Brown College,Virginia,Vienna,Baccalaureate college,744,ACICS,,,,1920,,Private
2758,3080,Skyline College,Virginia,Roanoke,Associate's college,355,ACCSC,,,,1969,,Private
2759,3081,South Baylo University,Virginia,Annandale,Uncategorized,410,none,,,,1977,,Private
2760,3082,South University,Virginia,Multiple,Baccalaureate college,536,SACS,,,,1867,,Private
2761,3083,Southern Illinois University Carbondale,Virginia,Virginia Beach,Research university,Unknown,HLC,,,,Unknown,,Public
2762,3084,Southern Virginia University,Virginia,Buena Vista,Baccalaureate college,1035,SACS,,,,1867,,Private
2763,3085,Southside Regional Medical Center Professional Schools,Virginia,Petersburg,Uncategorized,131,JRCERT,,,,1895,,Private
2764,3086,Strayer University,Virginia,Multiple,Masters University,12918,MSCHE,,,,1892,,Private
2765,3087,University of Fairfax,Virginia,Vienna,Uncategorized,Unknown,DETC,,,,2002,,Private
2766,3088,University of Maryland Global Campus formerly UMUC,Virginia,Fort Belvoir,Research university,Unknown,MSCHE,,,,1807,,Public
2767,3089,University of North America,Virginia,Vienna,Uncategorized,310,ACICS,,,,2008,,Private
2768,3090,University of Phoenix,Virginia,Multiple,Special focus,1172,HLC,,,,Unknown,,Private
2769,3091,Valley Forge Christian College,Virginia,Woodbridge,Baccalaureate college,Unknown,MSCHE,,,,Unknown,,Private
2770,3092,Virginia College,Virginia,Richmond,Uncategorized,Unknown,ACICS,,,,1983,,Private
2771,3093,Virginia School of Massage,Virginia,Charlottesville,Uncategorized,Unknown,ACCSC,,,,1995,,Private
2772,3094,Virginia School of Nursing & Medical Institute,Virginia,Springfield,Uncategorized,Unknown,none,,,,1901,,Private
2773,3095,Virginia Tech Carilion School of Medicine,Virginia,Roanoke,Uncategorized,Unknown,none,,,,2010,,Public/Private
2774,3096,Virginia University of Lynchburg,Virginia,Lynchburg,Special focus,555,TRACS,,,,1886,,Private
2775,3097,Virginia University of Oriental Medicine,Virginia,Fairfax,Uncategorized,Unknown,none,,,,2004,,Private
2776,3098,Washington Baptist University,Virginia,Annandale,Uncategorized,Unknown,none,,,,Unknown,,Private
2777,3099,Webster University,Virginia,Fort Belvoir,Uncategorized,Unknown,HLC,,,,1915,,Private
2778,3100,Westwood College Of Technology,Virginia,Multiple,Baccalaureate / Associate's college,1043,ACICS,,,,1953,,Private
2779,3101,World College,Virginia,Virginia Beach,Uncategorized,Unknown,DETC,,,,1992,,Private
2780,3103,Baptist Theological Seminary at Richmond,Virginia,Richmond,Special focus,63,ATS,,,,1991,,Private
2781,3104,Washington Bible College and Capital Bible Seminary,Virginia,Springfield,Uncategorized,Unknown,none,,,,1958,,Private
2782,3105,Cordoba University,Virginia,Ashburn,Uncategorized,Unknown,none,,,,Unknown,,Private
2783,3106,Hartland College,Virginia,Rapidan,Uncategorized,Unknown,none,,,,1983,,Private
2784,3107,John Leland Center for Theological Studies,Virginia,Falls Church,Uncategorized,Unknown,none,,,,1998,,Private
2785,3108,Virginia Theological Seminary,Virginia,Alexandria,Uncategorized,216,none,,,,1818,,Private
2786,3110,Union Presbyterian Seminary,Virginia,Richmond,Special focus,146,ATS,,,,2012,,Private
2787,3111,Elizabeth College,Virginia,Salem,,,,,,,1826,1922,
2788,3112,Medtech College,Virginia,Fairfax,,,,,,,1939,2016,
2789,3113,Saint Paul's College,Virginia,Lawrenceville,,,,,,,1888,2013,
2790,3114,Stratford College,Virginia,Danville,,,,,,,1854,1974,
2791,3115,Sullins College,Virginia,Bristol,,,,,,,1868,1976,
2792,3116,University of Northern Virginia,Virginia,Annandale,,,,,,,1998,2014,
2793,3117,Virginia Intermont College,Virginia,Bristol,,,,,,,1884,2014,
2794,3118,The Art Institute of Washington,Virginia,Arlington,,,,,,,2000,2018,
2795,3119,Argosy University - Washington D.C. Area,Virginia,Arlington,,,,,,,,2019,
2796,3120,Richmond School of Health and Technology,Virginia,Multiple,,,,,,,1997,,
2797,3121,Southeast Culinary & Hospitality College,Virginia,Bristol,,,,,,,unknown,,
2798,3122,American College of Commerce and Technology,Virginia,Falls Church,,,,,,,2010,,
2799,3123,American University,"Washington, D.C.",,Doctoral/research university,12904,"ABA, APA, MSA, NASM, NCATE",,,,1893,,Private not-for-profit
2800,3124,Bay Atlantic University,"Washington, D.C.",,Not Classified,130,ACICS,,,,2014,,Private not-for-profit
2801,3125,Catholic University of America,"Washington, D.C.",,Research university,6078,"ACEN, ABA, APA, ATS, CCNE, MSA, NASM, NCATE",,,,1887,,Private not-for-profit
2802,3126,Gallaudet University,"Washington, D.C.",,Doctoral/research university,1580,"APA, ASHA, MSA, NCATE",,,,1864,,Private not-for-profit
2803,3127,George Washington University,"Washington, D.C.",,Research university,25653,"ABA, APTA, APA, ASHA, CAHME, CCNE, CEPH, LCME, MSA, NASM, NCATE",,,,1821,,Private not-for-profit
2804,3128,Georgetown University,"Washington, D.C.",,Research university,17357,"ACME, ABA, ACPE, CAHME, CCNE, CEA, COA, LCME, MSA",,,,1789,,Private not-for-profit
2805,3129,Howard University,"Washington, D.C.",,Research university,10002,"ACPE, ABA, ADA, AND, AOTA, APTA, APA, ASHA, ATS, CCNE, JRCERT, LCME, MSA, NASAD, NASM, NAST, NCATE",,,,1867,,Private not-for-profit
2806,3130,Institute of World Politics,"Washington, D.C.",,Special-focus institution,140,MSA,,,,1990,,Private not-for-profit
2807,3131,Inter-American Defense College,"Washington, D.C.",,Special-focus institution,64,ACICS,,,,1962,,Public
2808,3132,National Intelligence University,"Washington, D.C.",,Special-focus institution,692,MSA,,,,1962,,Public
2809,3133,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,"Washington, D.C.",,Special-focus institution,117,"ATS, MSA",,,,1902,,Private not-for-profit
2810,3134,Pontifical John Paul II Institute for Studies on Marriage and Family at The Catholic University of America,"Washington, D.C.",,Special-focus institution,103,MSA,,,,1988,,Private not-for-profit
2811,3135,Strayer University–District of Columbia,"Washington, D.C.",,Master's university,1517,"MSA, TEAC",,,,1904,,Private for-profit
2812,3136,Trinity Washington University,"Washington, D.C.",,Master's university,2100,"CCNE, MSA, NCATE",,,,1897,,Private not-for-profit
2813,3137,University of Phoenix–Washington DC Campus,"Washington, D.C.",,Special-focus institution,203,HLC,,,,1976,,Private for-profit
2814,3138,University of the District of Columbia,"Washington, D.C.",,Research university,4500,"ACEN, ABFSE, AND, ASHA, JRCERT, MSA, NCATE, ASHA, ABA",,,,1851,,Public
2815,3139,University of the Potomac–Washington DC Campus,"Washington, D.C.",,Special-focus institution,292,MSA,,,,1989,,Private for-profit
2816,3140,Wesley Theological Seminary,"Washington, D.C.",,Special-focus institution,634,"ATS, MSA",,,,1882,,Private not-for-profit
2817,3141,Quantic School of Business and Technology,"Washington, D.C.",,,,DEAC,,,,2014,,Private for-profit
2818,3142,Human Resources University,"Washington, D.C.",,,,,,,,2011,,Public
2819,3143,National Defense University,"Washington, D.C.",,,,MSA,,,,1976,,Public
2820,3144,NewU University,"Washington, D.C.",,,,N/A,,,,2019,,Private not-for-profit
2821,3145,Johns Hopkins University Carey Business School,"Washington, D.C.",,,,N/A,,,,2007,,Private not-for-profit
2822,3146,Johns Hopkins University Paul H. Nitze School of Advanced International Studies,"Washington, D.C.",,,,N/A,,,,1943,,Private not-for-profit
2823,3147,St. Paul's College,"Washington, D.C.",,,,None,,,,1914,,Private not-for-profit
2824,3148,Benjamin Franklin University,"Washington, D.C.",,,,,,,,1925,1987,Private not-for-profit
2825,3149,Corcoran College of the Arts and Design,"Washington, D.C.",,,,,,,,1878,2014,Private not-for-profit
2826,3150,Dunbarton College of the Holy Cross,"Washington, D.C.",,,,,,,,1935,1973,Private not-for-profit
2827,3151,Graduate School USA,"Washington, D.C.",,,,,,,,1921,Still open,Private not-for-profit
2828,3152,Mount Vernon Seminary and College,"Washington, D.C.",,,,,,,,1875,1999,Private not-for-profit
2829,3153,Southeastern University,"Washington, D.C.",,,,,,,,1879,2009,Private not-for-profit
2830,3154,University of Washington,Washington,,,"59,263",,,2830000000.0,,1861,,Public
2831,3155,Washington State University,Washington,,,"31,478",,,1290000000.0,,1890,,Public
2832,3156,Western Washington University,Washington,,,"16,121",,,57100000.0,,1893,,Public
2833,3157,Eastern Washington University,Washington,,,"12,635",,,52200000.0,,1882,,Public
2834,3158,Central Washington University,Washington,,,"12,342",,,13300000.0,,1891,,Public
2835,3159,Evergreen State College,Washington,,,"3,327",,,8900000.0,,1967,,Public
2836,3160,Pacific Lutheran University,Washington,Tacoma,,3100,,,,,1890,,Private
2837,3161,University of Puget Sound,Washington,Tacoma,,2666,,,,,1888,,Private
2838,3162,Walla Walla University,Washington,College Place,,1855,,,,,1892,,Private
2839,3163,Whitman College,Washington,Walla Walla,,1475,,,,,1859,,Private
2840,3164,Whitworth University,Washington,Spokane,,3100,,,,,1890,,Private
2841,3165,Antioch University,Washington,Seattle,,810,,,,,1852,,Private
2842,3166,Bastyr University,Washington,Kenmore,,1018,,,,,1978,,Private
2843,3167,City University of Seattle,Washington,Seattle,,6755,,,,,1973,,Private
2844,3168,Cornish College of the Arts,Washington,Seattle,,623,,,,,1914,,Private
2845,3169,Gonzaga University,Washington,Spokane,,7501,,,,,1887,,Private
2846,3170,Alderson Broaddus University,West Virginia,Philippi,Baccalaureate college,870,"ACEN, HLC, NCATE, TEAC",,,,1871,,Private not-for-profit
2847,3171,American Public University System,West Virginia,Charles Town,Master's university,31331,"CCNE, HLC",,,,1991,,Private for-profit
2848,3172,Appalachian Bible College,West Virginia,Mount Hope,Special-focus institution,302,"ABHE, HLC",,,,1950,,Private not-for-profit
2849,3173,Bethany College,West Virginia,Bethany,Baccalaureate college,842,"NCATE, HLC",,,,1840,,Private not-for-profit
2850,3174,Blue Ridge Community and Technical College,West Virginia,Martinsburg,Associate's college,4360,"ACEN, HLC",,,,1974,,Public
2851,3175,Bluefield State University,West Virginia,Bluefield,Baccalaureate college,1935,"ACEN, CCNE, JRCERT, NCATE, HLC",,,,1895,,Public
2852,3176,BridgeValley Community and Technical College–Montgomery,West Virginia,Montgomery,Associate's college,1070,"ADA, HLC",,,,1966,,Public
2853,3177,BridgeValley Community and Technical College–South Charleston,West Virginia,South Charleston,Associate's college,1578,"ACEN, HLC",,,,1953,,Public
2854,3178,Catholic Distance University,West Virginia,Charles Town,Master's university,220,"DEAC, HLC, ATS",,,,1983,,Private not-for-profit
2855,3179,University of Charleston,West Virginia,Charleston,Baccalaureate college,1427,"ACEN, ACPE, JRCERT, NCATE, HLC, TEAC",,,,1888,,Private not-for-profit
2856,3180,Concord University,West Virginia,Athens,Baccalaureate college,2834,"NCATE, HLC",,,,1872,,Public
2857,3181,Davis & Elkins College,West Virginia,Elkins,Baccalaureate college,818,"ACEN, NAST, HLC, TEAC",,,,1904,,Private not-for-profit
2858,3182,Eastern West Virginia Community and Technical College,West Virginia,Moorefield,Associate's college,822,HLC,,,,1999,,Public
2859,3183,Everest Institute–Cross Lanes,West Virginia,Cross Lanes,Associate's college,292,ACCSC,,,,1968,,Private for-profit
2860,3184,Fairmont State University,West Virginia,Fairmont,Master's university,4451,"ACEN, CCNE, NCATE, HLC",,,,1865,,Public
2861,3185,Future Generations University,West Virginia,Franklin,Special focus institution,40,HLC,,,,2003,,Private not-for-profit
2862,3186,Glenville State University,West Virginia,Glenville,Baccalaureate college,1898,"NCATE, HLC",,,,1872,,Public
2863,3187,Huntington Junior College,West Virginia,Huntington,Associate's college,802,HLC,,,,1936,,Private for-profit
2864,3188,Marshall University,West Virginia,Huntington,Research university,13708,"ACEN, ADA, APTA, APA, ASHA, LCME, NASM, NCATE, HLC",,,,1837,,Public
2865,3189,Mountain State University,West Virginia,Parkersburg,Associate's college,153,ACICS,,,,1888,,Private for-profit
2866,3190,Mountwest Community and Technical College,West Virginia,Huntington,Associate's college,2608,"APTA, HLC",,,,1975,,Public
2867,3191,New River Community and Technical College,West Virginia,Beckley,Associate's college,2857,HLC,,,,2003,,Public
2868,3192,Pierpont Community and Technical College,West Virginia,Fairmont,Associate's college,2925,"APTA, HLC",,,,1974,,Public
2869,3193,Potomac State College of West Virginia University,West Virginia,Keyser,Associate's college,1781,HLC,,,,1901,,Public
2870,3194,Salem University,West Virginia,Salem,Master's university,850,"HLC, NCATE",,,,1888,,Private for-profit
2871,3195,Shepherd University,West Virginia,Shepherdstown,Master's university,4326,"CCNE, NASM, NCATE, HLC",,,,1871,,Public
2872,3196,Southern West Virginia Community and Technical College,West Virginia,Mount Gay,Associate's college,2178,"ACEN, ADA, JRCERT, HLC",,,,1971,,Public
2873,3197,Valley College–Beckley,West Virginia,Beckley,Associate's college,163,ACICS,,,,1983,,Private for-profit
2874,3198,Valley College–Martinsburg,West Virginia,Martinsburg,Associate's college,77,ACICS,,,,1983,,Private for-profit
2875,3199,Valley College–Princeton,West Virginia,Princeton,Associate's college,72,ACICS,,,,1983,,Private for-profit
2876,3200,West Liberty University,West Virginia,West Liberty,Baccalaureate college,2804,"ACEN, ADA, CCNE, NASM, NCATE, HLC",,,,1837,,Public
2877,3201,West Virginia Business College–Wheeling,West Virginia,Wheeling,Associate's college,93,ACICS,,,,1881,,Private for-profit
2878,3202,West Virginia Junior College–Bridgeport,West Virginia,Bridgeport,Associate's college,229,ACICS,,,,1922,,Private for-profit
2879,3203,West Virginia Junior College–Charleston,West Virginia,Charleston,Associate's college,206,ACICS,,,,1892,,Private for-profit
2880,3204,West Virginia Junior College–Morgantown,West Virginia,Morgantown,Associate's college,226,ACICS,,,,1922,,Private for-profit
2881,3205,West Virginia Northern Community College,West Virginia,Wheeling,Associate's college,2505,"ACEN, JRCERT, HLC",,,,1972,,Public
2882,3206,West Virginia School of Osteopathic Medicine,West Virginia,Lewisburg,Special-focus institution,837,"AOA, HLC",,,,1972,,Public
2883,3207,West Virginia State University,West Virginia,Institute,Master's university,2644,"NCATE, HLC",,,,1891,,Public
2884,3208,West Virginia University,West Virginia,Morgantown,Research university,29707,"ACPE, ABA, ADA, ADA, AOTA, APTA, APA, ASHA, CCNE, CEPH, LCME, NASAD, NASM, NAST, NCATE, HLC",,,,1867,,Public
2885,3209,West Virginia University at Parkersburg,West Virginia,Parkersburg,Baccalaureate college,3824,"ACEN, NCATE, HLC",,,,1961,,Public
2886,3210,West Virginia University Institute of Technology,West Virginia,Beckley,Baccalaureate college,1107,HLC,,,,1895,,Public
2887,3211,West Virginia Wesleyan College,West Virginia,Buckhannon,Baccalaureate college,1394,"ACEN, NASM, NCATE, HLC",,,,1890,,Private not-for-profit
2888,3212,Wheeling University,West Virginia,Wheeling,Baccalaureate college,1549,"APTA, CCNE, HLC, TEAC",,,,1954,,Private not-for-profit
2889,3236,Greenbrier Military School,West Virginia,Lewisburg,,,,,,,1812,1972,Private
2890,3237,Mountain State University,West Virginia,Beckley,,,,,,,1933,2013,Private not-for-profit
2891,3238,Ohio Valley University,West Virginia,Vienna,,,,,,,1958,2021,Private not-for-profit
2892,3239,Storer College,West Virginia,Harpers Ferry,,,,,,,1867,1955,"Church affiliated, not-for-profit; limited state support"
